date,revenue,purchases,customers,views,lag_1,lag_7,lag_30,rolling_7,rolling_30,day_of_week,month,quarter,target
2018-02-14,3320.71,1044,47,6879,7989.73,3590.02,11582.34,4339.357285714285,6290.692166666667,2,2,1,259876.984
2018-02-15,4973.52,1361,77,8358,3320.71,4086.49,12202.78,4466.075857142858,6049.716833333334,3,2,1,274007.73400000005
2018-02-16,7910.3,1625,33,5483,4973.52,2882.61,2081.59,5184.317285714286,6244.007166666666,4,2,1,271422.754
2018-02-18,3335.511,969,50,4323,7910.3,3001.02,3355.52,5232.1017142857145,6243.3402,6,2,1,272725.293
2018-02-19,3725.94,1152,45,8318,3335.511,3463.02,8874.08,5269.661714285714,6071.7355333333335,0,2,1,277588.503
2018-02-20,4185.35,1205,46,6564,3725.94,5631.921,7783.661,5063.008714285715,5951.791833333334,1,2,1,280843.943
2018-02-21,5172.091,1383,51,6942,4185.35,7989.73,6981.04,4660.488857142857,5891.493533333333,2,2,1,283479.29199999996
2018-02-22,5204.35,1552,69,9488,5172.091,3320.71,3832.36,4929.580285714285,5937.226533333333,3,2,1,284945.61199999996
2018-02-23,7543.231,1026,31,4692,5204.35,4973.52,9406.62,5296.681857142858,5875.113566666666,4,2,1,281217.191
2018-02-25,3866.53,1258,50,5524,7543.231,7910.3,3919.6,4719.000428571429,5873.344566666668,6,2,1,282224.93100000004
2018-02-26,4448.45,1221,51,7019,3866.53,3335.511,6985.36,4877.991714285715,5788.7809,0,2,1,284996.59099999996
2018-02-27,6875.47,1609,75,7548,4448.45,3725.94,15402.23,5327.924571428572,5504.555566666666,1,2,1,281602.49100000004
2018-02-28,6160.06,1739,60,10360,6875.47,4185.35,6361.5,5610.026,5497.840899999999,2,2,1,278530.441
2018-03-01,7566.07,1925,76,11663,6160.06,5172.091,3762.24,5952.023,5624.635233333333,3,3,1,274423.992
2018-03-02,5025.61,1255,55,6409,7566.07,5204.35,23953.341,5926.488714285714,4993.710866666666,4,3,1,273629.05199999997
2018-03-04,6076.41,1751,49,8343,5025.61,7543.231,3879.48,5716.942857142858,5066.941866666666,6,3,1,270956.282
2018-03-05,9685.13,1970,73,8908,6076.41,3866.53,7386.311,6548.171428571428,5143.569166666667,0,3,1,285498.64200000005
2018-03-06,6731.28,1250,64,7071,9685.13,4448.45,4535.34,6874.29,5216.7671666666665,1,3,1,281295.1220000001
2018-03-07,6341.31,1591,58,8519,6731.28,6875.47,5941.701,6797.981428571428,5230.087466666666,2,3,1,280479.87200000003
2018-03-08,5366.56,1305,40,6628,6341.31,6160.06,4711.68,6684.624285714286,5251.9168,3,3,1,290744.102
2018-03-09,3741.59,930,33,5335,5366.56,7566.07,4312.59,6138.2699999999995,5232.883466666666,4,3,1,300873.782
2018-03-11,1753.33,650,22,2937,3741.59,5025.61,2266.32,5670.801428571429,5215.7838,6,3,1,307462.822
2018-03-12,7545.011,1675,46,7001,1753.33,6076.41,6819.9,5880.60157142857,5239.954166666666,0,3,1,317016.41099999996
2018-03-13,5133.87,1373,79,7186,7545.011,9685.13,3590.02,5230.421571428572,5291.4158333333335,1,3,1,317743.121
2018-03-14,4225.15,1280,43,7847,5133.87,6731.28,4086.49,4872.403,5296.037833333333,2,3,1,317838.58099999995
2018-03-15,6409.53,1570,74,9798,4225.15,6341.31,2882.61,4882.148714285714,5413.601833333333,3,3,1,320413.991
2018-03-16,48881.83,1392,58,7171,6409.53,5366.56,3001.02,11098.615857142857,6942.962166666667,4,3,1,277132.58099999995
2018-03-18,3899.32,1349,52,6804,48881.83,3741.59,3463.02,11121.148714285717,6957.5055,6,3,1,279058.40099999995
2018-03-19,6465.59,1529,72,8309,3899.32,1753.33,5631.921,11794.328714285715,6985.294466666667,0,3,1,227502.862
2018-03-20,52439.82,1293,64,6511,6465.59,7545.011,7989.73,18207.87285714286,8466.964133333333,1,3,1,181588.61200000002
2018-03-21,9188.77,1573,86,8847,52439.82,5133.87,3320.71,18787.144285714283,8662.566133333334,2,3,1,175013.06200000003
2018-03-22,19104.27,1855,75,10032,9188.77,4225.15,4973.52,20912.73285714286,9133.591133333333,3,3,1,163757.70200000005
2018-03-23,5325.32,1385,58,7706,19104.27,6409.53,7910.3,20757.84571428571,9047.425133333334,4,3,1,165594.742
2018-03-25,4638.05,1795,56,9291,5325.32,48881.83,3335.511,14437.305714285714,9090.8431,6,3,1,170642.11200000002
2018-03-26,8589.15,1968,45,9504,4638.05,3899.32,3725.94,15107.281428571427,9252.9501,0,3,1,166221.492
2018-03-27,7440.79,1887,82,10011,8589.15,6465.59,4185.35,15246.595714285713,9361.464766666666,1,3,1,163826.08200000002
2018-03-28,7807.44,1875,68,8936,7440.79,52439.82,5172.091,8870.541428571429,9449.309733333333,2,3,1,164625.37200000003
2018-03-29,6670.67,1706,75,9478,7807.44,9188.77,5204.35,8510.812857142857,9498.187066666665,3,3,1,164352.51200000002
2018-04-03,3814.81,1081,48,5592,6670.67,19104.27,7543.231,6326.604285714287,9373.906366666666,1,4,2,165096.21200000003
2018-04-04,4874.2699999999995,1374,49,7800,3814.81,5325.32,3866.53,6262.168571428571,9407.4977,2,4,2,165723.882
2018-04-05,7220.11,2006,72,11084,4874.2699999999995,4638.05,4448.45,6631.034285714285,9499.886366666666,3,4,2,162352.46200000003
2018-04-06,3481.37,915,37,5412,7220.11,8589.15,6875.47,5901.351428571427,9386.749699999998,4,4,2,163392.26200000002
2018-04-08,3088.01,1077,41,6216,3481.37,7440.79,6160.06,5279.5257142857145,9284.348033333334,6,4,2,165577.59200000003
2018-04-09,3459.621,991,68,6643,3088.01,7807.44,7566.07,4658.408714285714,9147.466400000001,0,4,2,168165.151
2018-04-10,4230.67,1299,69,6700,3459.621,6670.67,5025.61,4309.837285714285,9120.968400000002,1,4,2,168459.00100000002
2018-04-11,3403.64,1107,51,7574,4230.67,3814.81,6076.41,4251.098714285714,9031.876066666668,2,4,2,171640.661
2018-04-12,24227.49,1153,63,7503,3403.64,4874.2699999999995,9685.13,7015.844428571429,9516.6214,3,4,2,153581.97099999996
2018-04-13,2527.7599999999998,858,39,5806,24227.49,7220.11,6731.28,6345.508714285715,9376.504066666666,4,4,2,155606.67099999997
2018-04-15,5526.06,1434,44,6594,2527.7599999999998,3481.37,6341.31,6637.607285714286,9349.329066666665,6,4,2,155676.29099999997
2018-04-16,15630.789999999999,3123,48,11885,5526.06,3088.01,5366.56,8429.433,9691.470066666665,0,4,2,145397.07100000003
2018-04-17,13871.27,1516,59,7961,15630.789999999999,3459.621,3741.59,9916.81142857143,10029.126066666668,1,4,2,145062.23100000003
2018-04-18,8342.37,1312,54,8132,13871.27,4230.67,1753.33,10504.197142857143,10248.760733333333,2,4,2,142935.91100000002
2018-04-19,17098.6,1545,112,9953,8342.37,3403.64,7545.011,12460.619999999999,10567.2137,3,4,2,131397.78100000002
2018-04-20,5860.58,1138,47,6582,17098.6,24227.49,5133.87,9836.775714285714,10591.437366666667,4,4,2,127874.57100000001
2018-04-22,4320.61,1308,44,6150,5860.58,2527.7599999999998,4225.15,10092.897142857142,10594.619366666668,6,4,2,127750.47099999999
2018-04-23,8984.94,1937,69,9331,4320.61,5526.06,6409.53,10587.022857142858,10680.466366666667,0,4,2,122352.12099999998
2018-04-24,5600.42,1679,77,11157,8984.94,15630.789999999999,48881.83,9154.112857142858,9237.752700000001,1,4,2,124302.77100000001
2018-04-25,5825.14,1766,65,11262,5600.42,13871.27,3899.32,8004.665714285715,9301.9467,2,4,2,125949.401
2018-04-26,-45089.949,2038,78,11334,5825.14,8342.37,6465.59,371.47728571428576,7583.428733333334,3,4,2,177939.05000000002
2018-04-27,6525.57,1293,62,6596,-45089.949,17098.6,52439.82,-1138.9555714285711,6052.953733333334,4,4,2,180755.95
2018-04-29,2613.22,836,39,4594,6525.57,5860.58,9188.77,-1602.8641428571427,5833.768733333333,6,4,2,190840.34000000003
2018-05-01,7848.91,1454,70,7525,2613.22,4320.61,19104.27,-1098.8212857142858,5458.590066666668,1,5,2,187620.63999999998
2018-05-02,7162.36,1583,82,7883,7848.91,8984.94,5325.32,-1359.189857142857,5519.824733333333,2,5,2,184893.68
2018-05-03,9685.42,2115,89,13244,7162.36,5600.42,4638.05,-775.6184285714286,5688.0704000000005,3,5,2,190143.46000000002
2018-05-04,4168.53,1352,54,9525,9685.42,5825.14,8589.15,-1012.2770000000002,5540.7164,4,5,2,190654.13
2018-05-06,5045.38,1697,53,8466,4168.53,-45089.949,7440.79,6149.912857142857,5460.8694,6,5,2,191347.89
2018-05-07,8606.73,1694,86,9149,5045.38,6525.57,7807.44,6447.221428571429,5487.5124000000005,0,5,2,190253.00000000003
2018-05-08,6397.81,1769,62,10455,8606.73,2613.22,6670.67,6987.877142857143,5478.417066666666,1,5,2,190031.5
2018-05-09,4558.51,1306,55,7808,6397.81,7848.91,3814.81,6517.820000000001,5503.207066666667,2,5,2,259104.77000000005
2018-05-10,5501.94,1409,69,7737,4558.51,7162.36,4874.2699999999995,6280.617142857144,5524.129400000001,3,5,2,257658.04
2018-05-11,3848.69,945,78,4721,5501.94,9685.42,7220.11,5446.798571428572,5411.748733333333,4,5,2,255365.82
2018-05-13,4521.17,1490,38,5787,3848.69,4168.53,3481.37,5497.175714285715,5446.408733333333,6,5,2,256577.18999999997
2018-05-14,5273.34,1475,61,7735,4521.17,5045.38,3088.01,5529.7414285714285,5519.253066666666,0,5,2,255574.33000000002
2018-05-15,6047.18,1502,65,6861,5273.34,8606.73,3459.621,5164.09142857143,5605.505033333334,1,5,2,254073.60000000003
2018-05-16,4524.52,1226,61,6133,6047.18,6397.81,4230.67,4896.478571428573,5615.300033333333,2,5,2,259385.67000000004
2018-05-17,6585.3,1605,68,9251,4524.52,4558.51,3403.64,5186.020000000001,5721.355366666667,3,5,2,258418.50000000006
2018-05-18,6168.8,1355,56,6170,6585.3,5501.94,24227.49,5281.285714285715,5119.399033333333,4,5,2,256339.73
2018-05-20,4552.46,1305,41,7607,6168.8,3848.69,2527.7599999999998,5381.824285714288,5186.889033333334,6,5,2,258383.56000000003
2018-05-21,5595.68,1425,67,9953,4552.46,4521.17,5526.06,5535.325714285716,5189.2097,0,5,2,258964.18000000002
2018-05-22,5351.57,1468,66,8113,5595.68,5273.34,15630.789999999999,5546.50142857143,4846.569033333333,1,5,2,261103.34000000003
2018-05-23,13536.43,1833,73,9808,5351.57,6047.18,13871.27,6616.394285714287,4835.4077,2,5,2,253862.86000000002
2018-05-24,6216.05,2004,80,11094,13536.43,4524.52,8342.37,6858.041428571429,4764.530366666667,3,5,2,250974.75
2018-05-25,5560.47,1275,71,6843,6216.05,6585.3,17098.6,6711.637142857144,4379.926033333334,4,5,2,247586.30000000002
2018-05-27,2337.37,789,30,3490,5560.47,6168.8,5860.58,6164.290000000001,4262.4857,6,5,2,251742.25000000003
2018-05-29,4196.51,1210,36,5710,2337.37,4552.46,4320.61,6113.4400000000005,4258.349033333334,1,5,2,252148.55000000002
2018-05-30,3586.59,950,40,4336,4196.51,5595.68,8984.94,5826.427142857144,4078.4040333333332,2,5,2,258637.05000000002
2018-05-31,7551.07,1706,81,8746,3586.59,5351.57,5600.42,6140.641428571429,4143.425700000001,3,5,2,257463.06
2018-06-01,7471.7699999999995,1463,32,5295,7551.07,13536.43,5825.14,5274.261428571429,4198.313366666667,4,6,2,253916.98
2018-06-03,6899.7,2165,63,10198,7471.7699999999995,6216.05,-45089.949,5371.925714285715,5931.301666666666,6,6,2,249031.85
2018-06-04,9342.47,2587,85,12296,6899.7,5560.47,6525.57,5912.211428571429,6025.198333333333,0,6,2,245168.04
2018-06-05,12697.61,2060,66,9303,9342.47,2337.37,2613.22,7392.245714285715,6361.344666666667,1,6,2,237246.08000000002
2018-06-06,4629.21,1446,72,8994,12697.61,4196.51,7848.91,7454.06,6254.021333333333,2,6,2,239274.97999999995
2018-06-07,4435.4,1058,84,6308,4629.21,3586.59,7162.36,7575.318571428572,6163.122666666666,3,6,2,245280.1
2018-06-08,14935.2,1744,69,10034,4435.4,7551.07,9685.42,8630.194285714286,6338.115333333333,4,6,2,234788.55
2018-06-10,4679.2,1441,61,7252,14935.2,7471.7699999999995,4168.53,8231.255714285715,6355.1376666666665,6,6,2,233140.08
2018-06-11,5739.14,1626,61,8071,4679.2,6899.7,5045.38,8065.461428571429,6378.263,0,6,2,188673.45999999996
2018-06-12,7511.84,1562,50,9008,5739.14,9342.47,8606.73,7803.942857142858,6341.766666666666,1,6,2,185422.93
2018-06-13,6176.31,1824,74,10361,7511.84,12697.61,6397.81,6872.328571428573,6334.383333333333,2,6,2,185059.77
2018-06-14,73631.78,1775,73,9408,6176.31,4629.21,4558.51,16729.838571428572,8636.825666666668,3,6,2,118804.71
2018-06-15,4055.21,971,52,5480,73631.78,4435.4,5501.94,16675.525714285715,8588.601333333334,4,6,2,118256.17000000001
2018-06-17,1556.47,433,26,2128,4055.21,14935.2,3848.69,14764.278571428571,8512.194,6,6,2,120714.67000000001
2018-06-18,5732.54,1758,40,8352,1556.47,4679.2,4521.17,14914.755714285713,8552.573,0,6,2,122182.17
2018-06-19,4270.48,1003,38,5129,5732.54,5739.14,5273.34,14704.947142857141,8519.144333333334,1,6,2,121569.48999999999
2018-06-20,4546.45,1221,54,7184,4270.48,7511.84,6047.18,14281.319999999998,8469.12,2,6,2,121211.42000000001
2018-06-21,9836.59,1596,69,7852,4546.45,6176.31,4524.52,14804.217142857144,8646.189,3,6,2,126388.57
2018-06-22,5618.13,1216,38,5987,9836.59,73631.78,6585.3,5087.981428571429,8613.95,4,6,2,123977.49000000002
2018-06-24,4090.03,1255,52,5620,5618.13,4055.21,6168.8,5092.955714285715,8544.657666666668,6,6,2,122568.06000000003
2018-06-25,6596.29,1861,69,11096,4090.03,1556.47,4552.46,5812.93,8612.785333333333,0,6,2,122445.34000000003
2018-06-26,6176.3,1620,59,10089,6596.29,5732.54,5595.68,5876.324285714285,8632.139333333334,1,6,2,124466.49000000003
2018-06-27,7490.73,1928,112,10769,6176.3,4270.48,5351.57,6336.360000000001,8703.444666666666,2,6,2,123157.91000000002
2018-06-28,6295.95,1842,83,11443,7490.73,4546.45,13536.43,6586.288571428571,8462.095333333335,3,6,2,120555.55
2018-06-29,3327.94,1046,40,6350,6295.95,9836.59,6216.05,5656.481428571429,8365.825,4,6,2,119182.51
2018-07-01,2172.02,649,20,2597,3327.94,5618.13,5560.47,5164.179999999999,8252.876666666667,6,7,3,119478.13
2018-07-02,6493.32,1935,84,11291,2172.02,4090.03,2337.37,5507.507142857142,8391.408333333333,0,7,3,115701.49999999999
2018-07-03,4602.81,1105,52,5988,6493.32,6596.29,4196.51,5222.7242857142855,8404.951666666666,1,7,3,118930.25999999998
2018-07-04,10075.09,1742,58,8740,4602.81,6176.3,3586.59,5779.694285714286,8621.234999999999,2,7,3,118256.92000000001
2018-07-05,6377.08,1333,65,7965,10075.09,7490.73,7551.07,5620.601428571429,8582.102,3,7,3,120115.44
2018-07-06,3925.69,914,33,4607,6377.08,6295.95,7471.7699999999995,5281.992857142856,8463.899333333333,4,7,3,122196.2
2018-07-08,2014.57,695,24,2507,3925.69,3327.94,6899.7,5094.368571428572,8301.061666666666,6,7,3,123405.29999999999
2018-07-09,5478.66,1202,41,5770,2014.57,2172.02,9342.47,5566.745714285715,8172.268,0,7,3,121977.74000000002
2018-07-10,4775.65,1145,41,5468,5478.66,6493.32,12697.61,5321.364285714286,7908.202666666667,1,7,3,120412.00000000001
2018-07-11,6658.11,1415,84,7427,4775.65,4602.81,4629.21,5614.978571428571,7975.832666666667,2,7,3,119042.23000000001
2018-07-12,10440.52,1561,64,9427,6658.11,10075.09,4435.4,5667.182857142857,8176.003333333333,3,7,3,114282.9
2018-07-13,4443.65,1222,82,7614,10440.52,6377.08,14935.2,5390.978571428571,7826.285000000001,4,7,3,114564.66000000002
2018-07-15,3030.73,892,37,4905,4443.65,3925.69,4679.2,5263.127142857143,7771.335999999999,6,7,3,115511.00000000001
2018-07-16,-38727.479999999996,1440,59,8896,3030.73,2014.57,5739.14,-557.1657142857138,6289.115333333334,0,7,3,157809.33000000002
2018-07-17,4261.31,1167,52,7098,-38727.479999999996,5478.66,7511.84,-731.0728571428568,6180.764333333334,1,7,3,157262.45
2018-07-18,5813.15,1277,67,7280,4261.31,4775.65,6176.31,-582.8585714285709,6168.659000000001,2,7,3,157842.67
2018-07-19,7376.72,1603,66,7578,5813.15,6658.11,73631.78,-480.19999999999953,3960.157,3,7,3,157785.87999999998
2018-07-20,3506.67,1043,42,6360,7376.72,10440.52,4055.21,-1470.7499999999998,3941.8723333333332,4,7,3,181037.31
2018-07-22,4014.97,1243,52,7139,3506.67,4443.65,1556.47,-1531.9899999999998,4023.822333333334,6,7,3,179299.38999999998
2018-07-23,7200.04,1529,57,8830,4014.97,3030.73,5732.54,-936.3742857142853,4072.7390000000005,0,7,3,182792.64999999997
2018-07-24,3657.8,1034,61,6562,7200.04,-38727.479999999996,4270.48,5118.665714285715,4052.3163333333337,1,7,3,183359.34999999998
2018-07-25,4188.38,1330,75,8520,3657.8,4261.31,4546.45,5108.2471428571425,4040.380666666667,2,7,3,187039.23999999996
2018-07-26,15013.74,1877,80,8671,4188.38,5813.15,9836.59,6422.617142857142,4212.952333333334,3,7,3,176125.76999999996
2018-07-27,3207.05,756,51,4623,15013.74,7376.72,5618.13,5826.95,4132.5830000000005,4,7,3,175168.48999999996
2018-07-29,2680.6,873,30,4075,3207.05,3506.67,4090.03,5708.9400000000005,4085.6020000000003,6,7,3,178982.35999999996
2018-07-30,6473.57,1190,50,7038,2680.6,4014.97,6596.29,6060.168571428571,4081.5113333333334,0,7,3,176454.44999999998
2018-07-31,8197.45,1534,61,7336,6473.57,7200.04,6176.3,6202.655714285714,4148.883,1,7,3,172124.56999999998
2018-08-01,6182.15,1392,55,7858,8197.45,3657.8,7490.73,6563.277142857142,4105.263666666667,2,8,3,173274.00999999998
2018-08-02,3693.59,1335,57,7927,6182.15,4188.38,6295.95,6492.592857142858,4018.5183333333334,3,8,3,173413.00999999998
2018-08-03,1954.9,578,42,4430,3693.59,15013.74,3327.94,4627.044285714286,3972.750333333334,4,8,3,175182.51
2018-08-05,2467.64,882,41,4593,1954.9,3207.05,2172.02,4521.414285714285,3982.6043333333337,6,8,3,180634.53
2018-08-06,2716.69,926,49,6506,2467.64,2680.6,6493.32,4526.570000000001,3856.716666666667,0,8,3,182076.36
2018-08-07,7831.57,1761,38,7376,2716.69,6473.57,4602.81,4720.57,3964.342,1,8,3,178588.55999999994
2018-08-08,9401.75,1016,39,4844,7831.57,8197.45,10075.09,4892.612857142857,3941.8973333333333,2,8,3,200356.92099999997
2018-08-09,8235.6,1832,83,9820,9401.75,6182.15,6377.08,5185.962857142857,4003.848,3,8,3,196767.31099999996
2018-08-10,6006.45,1513,45,8227,8235.6,3693.59,3925.69,5516.371428571429,4073.206666666667,4,8,3,195707.58099999998
2018-08-12,3223.67,1046,52,6460,6006.45,1954.9,2014.57,5697.624285714286,4113.51,6,8,3,202007.19099999996
2018-08-13,4051.1,1041,38,6203,3223.67,2467.64,5478.66,5923.832857142857,4065.924666666667,0,8,3,205500.011
2018-08-14,3209.91,977,57,6937,4051.1,2716.69,4775.65,5994.2928571428565,4013.733333333333,1,8,3,207902.18099999998
2018-08-15,5288.34,1608,48,8950,3209.91,7831.57,6658.11,5630.9742857142855,3968.0743333333335,2,8,3,208435.52099999998
2018-08-16,5681.19,1528,62,8834,5288.34,9401.75,10440.52,5099.465714285713,3809.43,3,8,3,212404.801
2018-08-17,4725.41,1294,52,7972,5681.19,8235.6,4443.65,4598.01,3818.822,4,8,3,211895.921
2018-08-19,3977.07,1363,53,8654,4725.41,6006.45,3030.73,4308.098571428572,3850.3666666666672,6,8,3,247591.361
2018-08-20,3570.85,1183,46,7931,3977.07,3223.67,-38727.479999999996,4357.6957142857145,5260.311000000001,0,8,3,254574.14099999997
2018-08-21,3714.43,1159,62,7936,3570.85,4051.1,4261.31,4309.599999999999,5242.081666666667,1,8,3,258661.891
2018-08-22,6393.37,1636,72,10010,3714.43,3209.91,5813.15,4764.379999999999,5261.422333333333,2,8,3,269633.101
2018-08-23,7319.93,1667,71,9864,6393.37,5288.34,7376.72,5054.607142857143,5259.529333333334,3,8,3,269918.05100000004
2018-08-24,26758.1,1036,29,5182,7319.93,5681.19,3506.67,8065.594285714285,6034.577,4,8,3,250250.71100000004
2018-08-26,2277.05,802,36,5019,26758.1,4725.41,4014.97,7715.828571428572,5976.646333333333,6,8,3,255370.51100000003
2018-08-28,10693.3,1774,53,8768,2277.05,3977.07,7200.04,8675.289999999999,6093.088333333333,1,8,3,312463.401
2018-08-29,4224.5,1045,72,5321,10693.3,3570.85,3657.8,8768.66857142857,6111.9783333333335,2,8,3,312575.211
2018-08-30,7868.27,1640,79,9976,4224.5,3714.43,4188.38,9362.074285714285,6234.641333333333,3,8,3,319164.71100000007
2018-08-31,4100.2699999999995,1059,60,5971,7868.27,6393.37,15013.74,9034.488571428572,5870.8589999999995,4,8,3,322541.88100000005
2018-09-02,2249.77,799,35,4575,4100.2699999999995,7319.93,3207.05,8310.179999999998,5838.949666666666,6,9,3,325572.93100000004
2018-09-03,6494.47,1584,45,7873,2249.77,26758.1,2680.6,5415.375714285714,5966.078666666666,0,9,3,326740.20100000006
2018-09-04,3945.66,1142,48,6772,6494.47,2277.05,6473.57,5653.748571428571,5881.8150000000005,1,9,3,331136.511
2018-09-05,3867.57,1090,46,6642,3945.66,10693.3,8197.45,4678.644285714286,5737.485666666666,2,9,3,342762.961
2018-09-06,7331.59,1635,74,9556,3867.57,4224.5,6182.15,5122.5142857142855,5775.800333333334,3,9,3,342576.611
2018-09-07,3832.59,1021,41,5907,7331.59,7868.27,3693.59,4545.988571428571,5780.433666666667,4,9,3,367678.151
2018-09-09,3724.4,1274,46,6377,3832.59,4100.2699999999995,1954.9,4492.292857142857,5839.417,6,9,3,371399.1109999999
2018-09-10,7919.66,1983,69,9702,3724.4,2249.77,2467.64,5302.277142857143,6021.151,0,9,3,375018.3709999999
2018-09-11,4158.5199999999995,1280,58,7572,7919.66,6494.47,2716.69,4968.57,6069.2119999999995,1,9,3,379753.89099999995
2018-09-12,4343.77,1406,61,9413,4158.5199999999995,3945.66,7831.57,5025.442857142857,5952.951999999999,2,9,3,345946.9309999999
2018-09-13,31170.111,1659,73,9786,4343.77,3867.57,9401.75,8925.805857142857,6678.564033333332,3,9,3,323353.74999999994
2018-09-14,4645.99,1152,62,6826,31170.111,7331.59,8235.6,8542.148714285715,6558.910366666667,4,9,3,330018.32999999996
2018-09-16,4946.72,1935,54,9054,4645.99,3832.59,6006.45,8701.310142857143,6523.586033333334,6,9,3,331932.2
2018-09-17,9523.28,1824,64,10775,4946.72,3724.4,3223.67,9529.721571428572,6733.573033333333,0,9,3,328440.7
2018-09-18,7543.92,2451,104,16888,9523.28,7919.66,4051.1,9476.04442857143,6850.000366666666,1,9,3,328987.80000000005
2018-09-19,5612.08,1481,41,8968,7543.92,4158.5199999999995,3209.91,9683.695857142859,6930.072700000001,2,9,3,329669.4900000001
2018-09-20,5821.68,1987,74,13371,5612.08,4343.77,5288.34,9894.825857142858,6947.8507,3,9,3,338946.2200000001
2018-09-21,9650.47,1559,49,9829,5821.68,31170.111,5681.19,6820.591428571429,7080.160033333334,4,9,3,336212.09000000014
2018-09-23,4216.53,1443,59,8382,9650.47,4645.99,4725.41,6759.24,7063.197366666666,6,9,3,339324.69000000006
2018-09-24,39672.51,2304,73,15317,4216.53,4946.72,3977.07,11720.067142857142,8253.045366666667,0,9,3,312102.93000000005
2018-09-25,10553.63,2836,122,16448,39672.51,9523.28,3570.85,11867.26,8485.8047,1,9,3,309961.99000000005
2018-09-26,7802.18,1908,89,12871,10553.63,7543.92,3714.43,11904.154285714287,8622.063033333334,2,9,3,309516.4600000001
2018-09-27,17364.579999999998,2126,91,14772,7802.18,5612.08,6393.37,13583.082857142857,8987.770033333334,3,9,3,305574.44
